# WHAT THIS FILE CONTAINS: All 1036 model inputs in the exact order the estimator receives them: 1024 ECFP-4 fingerprint bits followed by 12 named physicochemical descriptors.
# WHAT IT IS USED FOR: Reading the feature matrix, and confirming that every endpoint shares one fixed representation.
# GENERATED FROM: src/brainsafe/features/featurize.py
position,feature,block,type,meaning
919,ecfp4_918,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
920,ecfp4_919,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
921,ecfp4_920,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
922,ecfp4_921,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
923,ecfp4_922,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
924,ecfp4_923,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
925,ecfp4_924,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
926,ecfp4_925,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
927,ecfp4_926,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
928,ecfp4_927,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
929,ecfp4_928,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
930,ecfp4_929,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
931,ecfp4_930,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
932,ecfp4_931,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
933,ecfp4_932,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
934,ecfp4_933,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
935,ecfp4_934,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
936,ecfp4_935,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
937,ecfp4_936,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
938,ecfp4_937,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
939,ecfp4_938,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
940,ecfp4_939,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
941,ecfp4_940,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
942,ecfp4_941,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
943,ecfp4_942,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
944,ecfp4_943,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
945,ecfp4_944,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
946,ecfp4_945,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
947,ecfp4_946,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
948,ecfp4_947,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
949,ecfp4_948,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
950,ecfp4_949,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
951,ecfp4_950,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
952,ecfp4_951,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
953,ecfp4_952,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
954,ecfp4_953,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
955,ecfp4_954,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
956,ecfp4_955,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
957,ecfp4_956,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
958,ecfp4_957,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
959,ecfp4_958,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
960,ecfp4_959,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
961,ecfp4_960,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
962,ecfp4_961,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
963,ecfp4_962,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
964,ecfp4_963,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
965,ecfp4_964,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
966,ecfp4_965,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
967,ecfp4_966,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
968,ecfp4_967,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
969,ecfp4_968,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
970,ecfp4_969,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
971,ecfp4_970,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
972,ecfp4_971,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
973,ecfp4_972,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
974,ecfp4_973,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
975,ecfp4_974,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
976,ecfp4_975,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
977,ecfp4_976,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
978,ecfp4_977,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
979,ecfp4_978,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
980,ecfp4_979,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
981,ecfp4_980,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
982,ecfp4_981,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
983,ecfp4_982,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
984,ecfp4_983,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
985,ecfp4_984,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
986,ecfp4_985,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
987,ecfp4_986,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
988,ecfp4_987,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
989,ecfp4_988,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
990,ecfp4_989,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
991,ecfp4_990,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
992,ecfp4_991,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
993,ecfp4_992,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
994,ecfp4_993,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
995,ecfp4_994,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
996,ecfp4_995,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
997,ecfp4_996,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
998,ecfp4_997,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
999,ecfp4_998,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1000,ecfp4_999,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1001,ecfp4_1000,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1002,ecfp4_1001,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1003,ecfp4_1002,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1004,ecfp4_1003,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1005,ecfp4_1004,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1006,ecfp4_1005,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1007,ecfp4_1006,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1008,ecfp4_1007,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1009,ecfp4_1008,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1010,ecfp4_1009,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1011,ecfp4_1010,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1012,ecfp4_1011,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1013,ecfp4_1012,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1014,ecfp4_1013,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1015,ecfp4_1014,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1016,ecfp4_1015,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1017,ecfp4_1016,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1018,ecfp4_1017,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1019,ecfp4_1018,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1020,ecfp4_1019,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1021,ecfp4_1020,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1022,ecfp4_1021,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1023,ecfp4_1022,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1024,ecfp4_1023,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
1025,mw,Physicochemical descriptor,continuous,molecular weight
1026,clogp,Physicochemical descriptor,continuous,calculated logP
1027,tpsa,Physicochemical descriptor,continuous,topological polar surface area
1028,hbd,Physicochemical descriptor,continuous,hydrogen-bond donors
1029,hba,Physicochemical descriptor,continuous,hydrogen-bond acceptors
1030,rotatable_bonds,Physicochemical descriptor,continuous,rotatable bonds
1031,aromatic_rings,Physicochemical descriptor,continuous,aromatic rings
1032,fraction_csp3,Physicochemical descriptor,continuous,fraction of sp3 carbons
1033,ring_count,Physicochemical descriptor,continuous,ring count
1034,heavy_atoms,Physicochemical descriptor,continuous,heavy atoms
1035,formal_charge,Physicochemical descriptor,continuous,formal charge
1036,qed,Physicochemical descriptor,continuous,quantitative estimate of drug-likeness
