name,smiles,bbb,compound_type,data_source,ad_target_count,pd_target_count,als_target_count,hd_target_count,antioxidant,anti_inflammatory,mitochondrial_support,aggregation_modulation,cognitive_enhancement,neurogenesis,synaptic_plasticity,tier,sample_weight,nps,phenolic_oh_count,catechol_flag,aromatic_ring_count,hbd_count,tpsa,rotatable_bonds
Selenium methionine,CSCC[C@H](N)C(=O)O,Medium,mineral,curated_smiles,1,1,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,2,63.3,4
Lithium carbonate,[Li+].[Li+].[O-]C([O-])=O,Low-Med,mineral,curated_smiles,1,0,0,1,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,0,63.2,0
Amantadine,NC12CC3CC(CC(C3)C1)C2,High,drug_pd,curated_smiles,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,26.0,0
Lithium,[Li+],Low-Med,mineral,curated_smiles,1,0,0,1,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,0,0.0,0
MPTP,CN1CCC(Cc2ccccc2)CC1,High,neurotoxin,curated_smiles,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,gold_curated,1.0,3.0,0,0,1,0,3.2,2
Rotenone,COc1ccc2c(c1OC)[C@@H]1CC(=C)C(=O)O[C@@H]1[C@H](CC2)c1ccc2c(c1)OCO2,Low-Med,neurotoxin,curated_smiles,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,gold_curated,1.0,3.0,0,1,2,0,63.2,3
6-Hydroxydopamine,Nc1cc(O)c(O)cc1CCO,Low-Med,neurotoxin,curated_smiles,0,0,0,0,58.0,3.0,3.0,3.0,3.0,3.0,3.0,gold_curated,1.0,14.8,2,1,1,4,86.7,2
Paraquat,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,High,neurotoxin,curated_smiles,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,gold_curated,1.0,4.0,0,0,2,0,7.8,1
Acrylamide,NC(=O)C=C,Low-Med,neurotoxin,curated_smiles,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,gold_curated,1.0,4.0,0,0,0,1,43.1,1
Methylmercury,[Hg]C,Medium,neurotoxin,curated_smiles,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,gold_curated,1.0,2.0,0,0,0,0,0.0,0
Lead acetate,CC(=O)[O-].CC(=O)[O-].[Pb+2],Low-Med,neurotoxin,curated_smiles,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,gold_curated,1.0,2.0,0,0,0,0,80.3,0
Acrolein,C=CC=O,Medium,neurotoxin,curated_smiles,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,gold_curated,1.0,3.0,0,0,0,0,17.1,1
Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Low,neurotoxin,curated_smiles,0,0,0,0,50.0,7.0,7.0,7.0,7.0,7.0,7.0,gold_curated,1.0,16.2,2,0,2,6,206.1,5
Cisplatin,N[Pt](N)(Cl)Cl,Medium,neurotoxin,curated_smiles,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gold_curated,1.0,5.0,0,0,0,2,52.0,0
Mannitol,OCC(O)C(O)C(O)C(O)CO,Low,inactive_control,curated_smiles,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gold_curated,1.0,5.0,0,0,0,6,121.4,5
Sucrose,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,Low,inactive_control,curated_smiles,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gold_curated,1.0,5.0,0,0,0,8,189.5,5
Propylene glycol,CC(O)CO,Low-Med,inactive_control,curated_smiles,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,gold_curated,1.0,5.0,0,0,0,2,40.5,1
Beta-carotene,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,Low,carotenoid,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,0.0,10
Zeaxanthin,CC(=C/C=C/C(=C/C=C/C1=C(C)CC(O)CC1(C)C)C)/C=C/C=C(C)/C=C/C1=C(C)CC(O)CC1(C)C,Low,xanthophyll,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,40.5,8
Fucoxanthin,CC(=O)OC1CC(C)(C)C(=C/C=C/C(C)=C/C=C/C(=C/C=C/C2(C)OC2(C)CCC(O)CC(=O)CC(C)(O)CC1)C)C,Low,xanthophyll,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,96.4,1
Canthaxanthin,CC(=C/C=C/C(=C/C=C/C1=C(C)C(=O)CCC1(C)C)C)/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C,Low-Med,carotenoid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,34.1,8
Beta-cryptoxanthin,CC(=C/C=C/C(=C/C=C/C1=C(C)CCCC1(C)C)C)/C=C/C=C(C)/C=C/C1=C(C)CC(O)CC1(C)C,Low-Med,xanthophyll,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,20.2,8
Bixin,COC(=O)/C=C(/C=C/C=C(/C=C/C=C(/C=C/C=C(/C=C/C(=O)O)C)C)C)C,Low-Med,carotenoid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,63.6,9
Phytoene,CC(=CCC/C(=C/CC/C(=C/CCC=C(C)C)C)C)C,Low-Med,carotenoid,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,0.0,9
L-Phenylalanine,N[C@@H](Cc1ccccc1)C(=O)O,Medium,amino_acid,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,1,2,63.3,3
L-Cysteine,N[C@@H](CS)C(=O)O,Low-Med,amino_acid,curated_v2,1,0,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,3,63.3,2
N-Acetyl-L-aspartate,CC(=O)N[C@@H](CC(=O)O)C(=O)O,Low-Med,amino_acid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,3,103.7,4
Beta-alanine,NCCC(=O)O,Low-Med,amino_acid,curated_v2,0,0,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,63.3,2
L-Proline,OC(=O)[C@@H]1CCCN1,Low-Med,amino_acid,curated_v2,0,0,0,1,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,49.3,1
Anserine,CC1=CN=CN1CC(=O)N[C@@H](CCN)C(=O)O,Low-Med,dipeptide,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,1,3,110.2,6
Homocarnosine,CC1=CN=CN1CC(=O)NCCCC(=O)O,Medium,dipeptide,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,1,2,84.2,6
Agmatine,NCCCCNC(=N)N,Low-Med,amino_acid,curated_v2,0,0,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,4,87.9,4
Phosphocreatine,CN(CC(=O)O)C(=N)NP(=O)(O)O,Low,amino_acid,curated_v2,0,0,1,1,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,5,134.0,3
L-Histidine,N[C@@H](Cc1cnc[nH]1)C(=O)O,Low-Med,amino_acid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,1,3,92.0,3
Hericenone C,COC(=O)/C=C/c1ccc(OCC=C(C)CCC=C(C)C)c(O)c1,Low-Med,mushroom_compound,curated_v2,1,0,0,0,42.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,30.7,1,1,1,1,55.8,8
Hericenone D,CC(=O)OCC=C(C)CCC=C(C)Cc1cc(C=CC(=O)OC)ccc1O,Low-Med,mushroom_compound,curated_v2,1,0,0,0,42.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,30.7,1,0,1,1,72.8,9
Erinacine A,CC1OCC2(CC1)OC1(CCC(C)=CC1)C2,Medium,mushroom_compound,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,18.5,0
Erinacine C,CC(=O)OCC1CCC(=C)CC1,High,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,26.3,2
Ganoderic acid A,CC(=O)OC1CCC2(C)C1CC=C1C2CC(OC(C)=O)C2(C)C1CC(=O)C2=O,Medium,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,86.7,2
Ganoderic acid B,CC(=O)OC1CCC2(C)C1CC=C1C2CC(O)C2(C)C1CC(=O)C2=O,Medium,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,80.7,1
Ganoderic acid C,CC1CCC2(CC1)OC1(CCC(=O)C1)C2,High,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,26.3,0
Lentinan,OC1C(O)C(OC2C(OC3C(O)C(O)C(O)OC3CO)OC(CO)C(O)C2O)OC(CO)C1OC1OC(CO)C(O)C(O)C1O,Low,mushroom_polysaccharide,curated_v2,0,0,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,14,347.8,10
Cordycepin,Nc1ncnc2c1ncn2C1OC(CO)CC1O,Low-Med,mushroom_compound,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,2,3,119.3,2
Hispolon,OC(/C=C/c1ccc(O)c(OC)c1)=C\C(=O)c1ccc(O)c(OC)c1,Low-Med,mushroom_compound,curated_v2,0,1,0,0,58.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,34.1,2,1,2,3,96.2,6
Inotodiol,CC12CCC(O)CC1CCC1C2CC=C2CC(O)CCC12C,Low-Med,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,40.5,0
Betulin,CC(=C)[C@@H]1CC[C@@]2(CO)[C@@H]1CC[C@H]1[C@@H]2CC[C@@]2(C)[C@@H]1CCC2=C,Low-Med,mushroom_compound,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,20.2,2
Withaferin A,C[C@@H]1C[C@H]2[C@@H]([C@]1(CO)OO)[C@@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@]2(C)C(=O)C=C,Medium,withanolide,curated_v2,1,1,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,3,87.0,4
Withanolide A,C[C@@H]1C[C@H]2[C@@H]([C@]1(CO)O)[C@@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@]2(C)C(=O)C=C,Medium,withanolide,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,3,77.8,3
Withanolide D,C[C@@H]1C[C@H]2[C@@H]([C@@]1(C)OO)[C@@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@]2(C)C(=O)CC,Low-Med,withanolide,curated_v2,1,0,0,1,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,66.8,3
Withanone,C[C@@H]1C[C@H]2[C@@H](C1)[C@@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@]2(C)C(=O)C=C,Low-Med,withanolide,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,37.3,2
Bacoside A3,CC1(C)CC[C@]2(CO)[C@H]1CC[C@H]1[C@@H]2CC[C@@]2(C)[C@@H]1CCC2=C,Low-Med,bacosides,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,20.2,1
Bacogenin A1,CC1(C)CCC2(CO)C1CCC1C2CCC2(C)C1CCC2=C,Low-Med,bacosides,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,20.2,1
Brahmine,CN(C)C(=O)OCC1CCC(=C)CC1,High,bacosides,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,29.5,2
Salidroside,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,Low-Med,adaptogen,curated_v2,1,1,0,0,42.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,30.7,1,0,1,5,119.6,5
Tyrosol,OCCc1ccc(O)cc1,Medium,phenylpropanoid,curated_v2,0,1,0,0,42.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,30.7,1,0,1,2,40.5,2
Rosavin,OCC1OC(OCC=Cc2ccccc2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Low,adaptogen,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,1,7,178.5,8
Schisandrin,COc1cc2c(cc1OC)[C@H]1CC(=O)c3c(OC)c(OC)cc4c3[C@@H]1[C@H](C2)CC4,Low-Med,lignan,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,1,2,0,54.0,4
Schisandrin B,COc1cc2c(cc1OC)[C@@H]1CC(=O)c3c(OC)c(OC)cc4c3[C@H]1[C@@H](C2)CC4,Low-Med,lignan,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,1,2,0,54.0,4
Asiatic acid,CC12CCC(O)(C(O)=O)CC1CCC1C2CC=C2CC(O)CCC12C,Medium,triterpenoid,curated_v2,1,1,0,0,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,3,77.8,1
Asiaticoside,CC12CCC(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3O)(C(=O)O)CC1CCC1C2CC=C2CC(O)CCC12C,Low,triterpenoid,curated_v2,1,0,0,0,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,12,315.2,10
Madecassoside,CC12CCC(O)(C(=O)OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3O)CC1CCC1C2CC=C2CC(O)CCC12C,Low,triterpenoid,curated_v2,1,0,0,0,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,12,315.2,9
Eleutherosides B,COc1cc(C=CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,Low,adaptogen,curated_v2,1,1,0,0,42.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,30.7,1,1,1,5,128.8,5
Panaxadiol,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC(O)(C2)C(C)(C)CCC=C(C)C,Low-Med,ginsenoside,curated_v2,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,2,40.5,4
Panaxatriol,CC12CCC(O)CC1CCC1C2CCC2(C)C1CC(O)C(O)(C2)C(C)(C)CCC=C(C)C,Low-Med,ginsenoside,curated_v2,1,0,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,3,60.7,4
Ginsenoside Rg3,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C2CCC2(C)C1CC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)CC2,Low,ginsenoside,curated_v2,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,8,198.8,10
Notoginsenoside R1,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C2CCC2(C)C1CCC(OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O)C2,Low,ginsenoside,curated_v2,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,7,178.5,9
Beta-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@@H](C)CCC[C@@H](C)CCCC(C)(C)O2,Low-Med,vitamin,curated_v2,1,1,0,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,29.5,0
Gamma-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)O2,Low-Med,vitamin,curated_v2,1,1,0,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,29.5,0
Delta-tocopherol,Cc1cc2c(c(C)c1O)CC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)O2,Low-Med,vitamin,curated_v2,1,0,0,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,29.5,0
Alpha-tocotrienol,CC1=C(C)C2=C(O1)CCC(C)=CCCC(C)=CCCC(C)=CC2,Low-Med,vitamin,curated_v2,1,1,1,0,35.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,31.8,0,0,1,0,13.1,0
Gamma-tocotrienol,Cc1c(C)c2c(c(C)c1O)CCC(C)=CCCC(C)=CCCC(C)=CC2,Low-Med,vitamin,curated_v2,1,1,0,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,20.2,0
Delta-tocotrienol,Cc1cc2c(c(C)c1O)CCC(C)=CCCC(C)=CCCC(C)=CC2,Low-Med,vitamin,curated_v2,1,0,0,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,20.2,0
Pterocarpine,COc1ccc2c(c1)CC(Oc1cc3c(cc1OC)CCC3)C2,Medium,polyphenol,curated_v2,1,0,0,0,35.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,35.7,0,1,2,0,27.7,4
Ginkgolic acid,OC(=O)c1ccccc1O,Medium,polyphenol,curated_v2,1,0,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,0,1,2,57.5,1
Oleuropein,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)[C@H](CC(=O)OCCc2ccc(O)c(O)c2)C1,Low,polyphenol,curated_v2,1,1,0,0,58.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,40.6,2,1,1,6,201.7,9
Hydroxytyrosol,OCCc1ccc(O)c(O)c1,Medium,polyphenol,curated_v2,1,1,0,0,58.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,40.6,2,1,1,3,60.7,2
Sesamol,Oc1cc2c(cc1)OCO2,High,polyphenol,curated_v2,1,1,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,1,1,1,38.7,0
Silibinin,COc1cc(C2Oc3cc(O)cc(O)c3C(=O)[C@@H]2COc2ccc(O)cc2O)ccc1O,Low,flavonolignan,curated_v2,1,1,0,0,80.0,50.0,40.0,40.0,45.0,30.0,30.0,gold_curated,0.1,50.0,5,1,3,5,145.9,5
Naringenin chalcone,O=C(/C=C/c1ccc(O)cc1)CCc1ccc(O)cc1O,Medium,chalcone,curated_v2,1,0,0,0,58.0,50.0,30.0,35.0,30.0,20.0,20.0,gold_curated,0.1,39.6,3,0,2,3,77.8,5
Phlorizin,OCC(=O)CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,Low,chalcone,curated_v2,1,0,0,0,35.0,50.0,30.0,35.0,30.0,20.0,20.0,gold_curated,0.1,34.6,0,0,1,5,136.7,7
Oroxylin A,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,Medium,flavone,curated_v2,1,0,0,0,58.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,41.0,2,1,3,2,79.9,2
Delphin,Oc1cc2cc(O)cc(O)c2[o+]c1-c1cc(O)c(O)c(O)c1,Low,anthocyanin,curated_v2,1,0,0,0,80.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,38.9,6,1,3,6,132.7,1
Cyanidin-3-glucoside,Oc1cc2cc(O)cc(O)c2[o+]c1-c1ccc(O)c(O)c1,Low-Med,anthocyanin,curated_v2,1,1,0,0,80.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,38.9,5,1,3,5,112.5,1
Malvidin-3-glucoside,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,Low,anthocyanin,curated_v2,1,0,0,0,66.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,35.9,3,1,3,7,189.8,6
Petunidin-3-glucoside,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(O)c1O,Low,anthocyanin,curated_v2,1,0,0,0,73.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,37.4,4,1,3,8,200.8,5
Escin,CC(=O)OC1CC2(C)CCC3C(C)(CCC4C3(C)CCC3(C)C4CC(OC4OC(C)C(O)C(O)C4O)C3(C)C(=O)O)C2C1,Low,saponin,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,4,142.8,4
Glycyrrhizin,CC1(C)CCC2(CCC3(C)C(CCC4C3(C)CCC3(C)C4CC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)CC3(C)C(=O)O)C2C1),Low,saponin,curated_v2,1,0,1,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,8,250.0,7
Glycyrrhetic acid,CC12CCC(=O)C(C)(C)C1CCC1C2CC=C2CC(O)CCC12C,Low-Med,triterpenoid,curated_v2,1,0,0,0,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,1,37.3,0
Soyasaponin I,CC1(C)CCC2(CCC3(C)C(CCC4C3(C)CCC3(C)C4CC(OC4OC(CO)C(OC5OC(C(=O)O)C(O)C(O)C5O)C(O)C4O)CC3(C)C(=O)O)C2C1),Low,saponin,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,8,232.9,7
Albiziasaponin A,CC1(C)CCC2(CCC3(C)C(CCC4C3(C)CCC3(C)C4CCC3(C)C(=O)O)C2C1),Low-Med,saponin,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,37.3,1
Jujuboside A,CC1(C)CCC2(CCC3(C)C(CCC4C3(C)CCC3(C)C4CC(OC4OC(CO)C(O)C(OC5OC(CO)C(O)C(O)C5O)C4O)CC3(C)C(=O)O)C2C1),Low,saponin,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,8,215.8,7
Protopanaxadiol,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C2CCC2(C)C1CCC(O)(C2),Low-Med,ginsenoside,curated_v2,1,0,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,2,40.5,4
Ginsenoside Rh2,CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@@]2(C)[C@@H]1CC[C@H]1[C@@H]2CC[C@@]2(C)[C@@H]1CCC(OC1OC(CO)C(O)C(O)C1O)C2,Low,ginsenoside,curated_v2,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,5,119.6,7
Theophylline,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Low-Med,xanthine,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,2,1,72.7,0
Theobromine,,Medium,xanthine,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,80.0,5
Paraxanthine,Cn1cnc2c1c(=O)n(C)c(=O)[nH]2,Low-Med,xanthine,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,2,1,72.7,0
Uric acid,O=c1[nH]c2nc(=O)[nH]c2nc1=O,Low-Med,purine,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,100.0,0
Allantoin,NC(=O)NC1NC(=O)NC1=O,Low-Med,purine,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,4,113.3,1
Hypoxanthine,,Medium,purine,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,80.0,5
Magnesium glycinate,NCC(=O)[O-].NCC(=O)[O-].[Mg+2],Low,mineral,curated_v2,1,1,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,2,132.3,2
Magnesium malate,OC(CC(=O)O)C(=O)[O-].OC(CC(=O)O)C(=O)[O-].[Mg+2],Low,mineral,curated_v2,0,0,1,1,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,4,195.3,6
Zinc picolinate,OC(=O)c1ccccn1.OC(=O)c1ccccn1.[Zn],Low-Med,mineral,curated_v2,1,0,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,2,2,100.4,2
